Question ID,question_text,options,correct_answer,topic,difficulty,num_words,qstn_complexity
116,How does a decision tree manage an example with a missing value in a splitting condition during the testing phase?,"A. The most common branch is chosen for the missing value. | B. The example is not classified. | C. A random value from the supported attribute values is chosen, and the classification process continues. | D. None of the above",The most common branch is chosen for the missing value.,Decision Trees,easy,20,11.090000000000003
117,How can overfitting be addressed in decision trees?,A. Use of post-pruning. | B. Use of pre-pruning. | C. Using as voting among multiple decision trees. | D. All of the above.,All of the above.,Decision Trees,easy,8,6.705000000000002
118,"To set a baseline for determining if a classifier is acceptable, which of the following could be utilized?",A. The number of training examples in the minority class divided by the total number of training examples. | B. The inverse of the number of classes (1 divided by the number of classes) | C. The number of training examples in the majority class divided by the total number of training examples | D. None of the above,The number of training examples in the majority class divided by the total number of training examples,Classification,hard,18,12.407777777777778
119,Why does a decision tree struggle with oblique splits?,A. Oblique splits are nonlinear. | B. It results from underfitting. | C. Only a single attribute is evaluated in each split condition. | D. All of the above.,Only a single attribute is evaluated in each split condition.,Decision Trees,hard,9,4.964444444444446
120,"When providing a probability estimate for an example's classification using a decision tree, which method would be used?","A. The probability is estimated based on the class frequencies in the leaf node where the example is classified. | B. The probability is considered 1, as the path to this node indicates certainty in the majority class occurrence. | C. The probability is derived using the entropy at the leaf node where the classification occurs. | D. None of the above",The probability is estimated based on the class frequencies in the leaf node where the example is classified.,Decision Trees,easy,18,15.030000000000001
121,"In the Apriori algorithm, what is the significance of the ""pruning"" step?",A. It removes infrequent itemsets from consideration. | B. It adds more itemsets to the frequent itemsets list. | C. It increases the minimum support threshold. | D. It reorganizes the transaction database.,It removes infrequent itemsets from consideration.,Decision Trees,easy,12,10.723333333333333
122,"In the context of association rules, what is lift?",A. It measures the overall strength of the association between items. | B. It quantifies the likelihood of a rule being true. | C. It indicates the independence of items. | D. It represents the size of the dataset.,It indicates the independence of items.,Association Rules,hard,9,6.2755555555555596
123,What does a high lift value indicate in association rule mining?,A. Strong association between items. | B. Weak association between items. | C. No association between items. | D. Perfect correlation between items.,Strong association between items.,Association Rules,easy,11,9.081818181818182
124,How does increasing the confidence threshold impact the number of generated association rules?,A. Increases the number of rules. | B. Decreases the number of rules. | C. Has no effect on the number of rules. | D. Randomly affects the number of rules.,Decreases the number of rules.,Association Rules,easy,13,13.98769230769231
125,What is the primary advantage of using FP-growth over the Apriori algorithm?,A. It requires fewer passes over the dataset. | B. It has higher accuracy in rule discovery. | C. It can only handle binary data. | D. It is more straightforward to implement.,It requires fewer passes over the dataset.,Apriori Algorithm,easy,12,13.673333333333336
126,"What role does the ""confidence"" measure play in evaluating association rules?",A. It quantifies the likelihood of a rule being true. | B. It measures the overall strength of the association between items. | C. It determines the frequency of individual items. | D. It represents the size of the dataset.,It quantifies the likelihood of a rule being true.,Association Rules,easy,11,12.3
127,"In the context of association rules, when is a rule considered ""interesting""?",A. When it has low confidence and high support. | B. When it has high confidence and support=50%. | C. When it has high confidence and support=100%. | D. When it has low confidence and low support.,When it has high confidence and support=50%.,Association Rules,medium,12,9.740000000000002
128,"Given that {a,b}, {b,c} and {a,c} are frequent itemsets, then:","A. {a,b,c} is always frequent. | B. {a,b,c} is never frequent. | C. The frequency of {a,b,c} cannot be determined from the given information.","The frequency of {a,b,c} cannot be determined from the given information.",Association Rules,easy,10,4.830000000000002
129,Which statement is false regarding FP-growth algorithms?,A. It discovers frequent itemsets without generating candidates. | B. There is a possibility that FP trees may not fit into memory. | C. Building FP trees is a cost-effective process. | D. It enlarges the original database to construct FP trees.,It enlarges the original database to construct FP trees.,FP-growth,easy,7,10.740000000000002
130,Which option is a technique for enhancing the efficiency of the Apriori algorithm?,A. Hash-based techniques. | B. Transaction Increases. | C. Sampling. | D. Cleaning.,Hash-based techniques.,Apriori Algorithm,easy,13,13.080000000000002
131,What describes the relationship between a candidate and frequent itemsets?,A. A candidate itemset is always a frequent itemset. | B. A frequent itemset must be a candidate itemset. | C. No relation exists between these two. | D. None of the above.,A frequent itemset must be a candidate itemset.,Unsupervised Learning,easy,10,10.73
132,What happens when the support is reduced?,"A. The number of frequent itemsets remains the same. | B. Some itemsets will be added to the current set of frequent itemsets. | C. Some itemsets will become infrequent, while others will become frequent. | D. It cannot be determined.",Some itemsets will be added to the current set of frequent itemsets.,Rule Metrics,easy,7,3.997142857142858
133,"If both Apriori and FP-Growth are configured with the same support and confidence thresholds and applied to the same dataset, what can we say about the obtained association rules:",A. Apriori and FP growth will give the same rules. | B. Apriori and FP growth will give different rules. | C. We cannot say anything about it.,Apriori and FP growth will give the same rules.,Association Rules,easy,29,14.437241379310347
134,What is the relationship between support and confidence?,A. Support is always larger than or equal to confidence. | B. Confidence is always larger than or equal to support. | C. Support and confidence have no necessary relationships. | D. None of the above.,Support and confidence have no necessary relationships.,Rule Metrics,medium,8,9.655000000000001
135,What is the advantage of grouping transactions for each customer as separate databases:,A. Extract personalized association rules. | B. Extract non-personalized association rules. | C. Reduce the number of rules. | D. There is no advantage.,Extract personalized association rules.,Association Rules,easy,13,12.172307692307694
136,What will happen when grouping items that a customer purchased over different days into a single one transaction?,A. Association rules between some items may be lost. | B. The computational complexity may increase significantly. | C. The size of the dataset will increase significantly. | D. None of the above.,Association rules between some items may be lost.,Association Rules,easy,18,11.752222222222223
137,"If {A, B, C, D} is a frequent item set, a candidate rule which is not possible is:",A. C –> A | B. D –> ABCD | C. A –> BC | D. B–> ADC,D –> ABCD,Association Rules,easy,18,7.163333333333334
138,"You are working in a company and analyzing all the transactions that happened over the past week. You observe that out of the five hundred transactions that happened, two hundred of them had a mobile phone in them. What is the support for mobile phones in the last week?",A. 0.3 | B. 0.4 | C. 0.5 | D. 0.6,0.4,Association Rules,easy,49,7.155510204081633
139,How does the choice of the minimum support threshold affect the results of association rule mining?,A. A higher minimum support threshold leads to more rules. | B. A lower minimum support threshold leads to more rules. | C. The minimum support threshold has no impact on the number of rules. | D. It affects the accuracy but not the number of rules.,A lower minimum support threshold leads to more rules.,Association Rules,easy,16,10.562500000000004
140,What is the main limitation of the Apriori algorithm when dealing with large datasets?,A. It requires one passe over the dataset. | B. It cannot handle categorical data. | C. It is computationally expensive. | D. The number of generated rules is unpredictable.,It is computationally expensive.,Apriori Algorithm,easy,14,10.098571428571429
141,"What is the purpose of the ""join"" operation in the Apriori algorithm?",A. It combines frequent itemsets to form candidate itemsets. | B. It removes infrequent itemsets from consideration. | C. It calculates the confidence of association rules. | D. It organizes the transaction database.,It combines frequent itemsets to form candidate itemsets.,Data Types,easy,12,10.723333333333333
142,"In FP-growth, how does the frequent pattern (FP) tree help discover frequent itemsets?","A. The FP tree is used to filter out infrequent itemsets from the dataset. | B. The FP tree is constructed to represent the hierarchical relationships between items, aiding efficient pattern discovery. | C. The FP tree is used to sort the itemsets. | D. The FP tree is a visualization tool for displaying frequent itemsets.","The FP tree is constructed to represent the hierarchical relationships between items, aiding efficient pattern discovery.",FP-growth,easy,13,7.633846153846157
143,"Explain the concept of ""negative association rules"" and provide a scenario where they might be useful.",A. Negative association rules are not a valid concept in association rule mining. | B. Negative association rules indicate items that should not be bought together; they are useful in preventing incompatible purchases. | C. Negative association rules represent items that have a weak association; they help explore subtle relationships. | D. None of the above.,Negative association rules indicate items that should not be bought together; they are useful in preventing incompatible purchases.,Association Rules,easy,16,12.037500000000005
144,How can we convert a binary classification problem with binary attributes to an association rule mining task?,"A. By treating attributes as items and identifying a frequent rule. | B. By treating both attributes and the target as items, aiming to discover frequent rules 'attributes ⇒ target'. | C. By treating both attributes and the target as items, with the goal of discovering frequent rules: 'attributes ⇒ target' and 'attributes ⇒ not(target)'. | D. None of the above","By treating both attributes and the target as items, with the goal of discovering frequent rules: 'attributes ⇒ target' and 'attributes ⇒ not(target)'.",Data Types,easy,17,14.64
145,"When a binary classification problem with binary attributes is converted to an association rule mining task, the confidence of the rule is equivalent to:",A. The precision in training set. | B. The recall in training set. | C. The accuracy in training set. | D. None of the above.,None of the above.,Data Types,hard,24,16.878333333333334
146,"A teacher wants to detect cheating students in a quiz through association rule mining, which approach could be used? Here the item is a combination (Question, Answer).","A. Identifying itemsets of correct (Question, Answer) pairs. | B. Identifying itemsets of incorrect (Question, Answer) pairs. | C. Cheating involves using ChatGPT, not copying from peers, and is undetectable with association rule mining. | D. None of the above.","Identifying itemsets of incorrect (Question, Answer) pairs.",Association Rules,easy,27,8.467592592592595
147,A teacher aims to analyze dependent concepts that hinder understanding of a target concept by analyzing students' quiz answers. Which approach could be effective?,"A. Identify high confidence rules where the antecedent is an incorrect answer to a question of the target concept, and the consequent is incorrect answers to questions of prerequisite concepts. | B. Identify high confidence rules where the consequent is an incorrect answer to a question of the target concept, and the antecedent t is incorrect answers to questions of prerequisite concepts. | C. Identify high confidence rules where the antecedent is an correct answer to a question of the target concept, and the consequent is incorrect answers to questions of prerequisite concepts. | D. None of the above.","Identify high confidence rules where the consequent is an incorrect answer to a question of the target concept, and the antecedent t is incorrect answers to questions of prerequisite concepts.",General,medium,24,10.723333333333333
148,"Given a rule X⇒Y with Confidence(X⇒Y) > minConf and Support(Y) = 100%, what does this indicate?",A. This rule is ineffective because knowing X doesn't provide additional information about Y. | B. This rule is valuable due to its high confidence. | C. This rule is ineffective because it appears in all transactions. | D. None of the above.,This rule is ineffective because knowing X doesn't provide additional information about Y.,Rule Metrics,medium,16,7.570000000000004
149,"We have a dataset of transactions, with each transaction associated with a specific customer. What is the most effective method for suggesting personalized products based on the customer's historical purchases?",A. Extract rules having high confidence from the whole dataset. | B. Extract rules having high confidence from the dataset that contains only the transaction of this specific customer. | C. Extract rule having high confidence from the dataset that contains only the transaction of this specific customer if the number of the customer transaction exceeds a threshold otherwise extract the association rules from the entire dataset. | D. None of the above.,Extract rule having high confidence from the dataset that contains only the transaction of this specific customer if the number of the customer transaction exceeds a threshold otherwise extract the association rules from the entire dataset.,Association Rules,easy,30,13.073333333333338
150,"When we combine frequent K-itemsets to construct (K+1)-itemsets, which of the following statements is accurate?","A. It is possible that some generated (K+1)-itemsets can be pruned because they may contain some infrequent K-itemsets. | B. Because we merged frequent itemsets, all the (K+1)-itemsets will be frequent. | C. We cannot prune any (K+1)-itemset without calculating its support. | D. None of the above.",It is possible that some generated (K+1)-itemsets can be pruned because they may contain some infrequent K-itemsets.,Association Rules,easy,15,9.92666666666667
